raw_path,size_bytes,sha256,source_url
accelerated/Continuous_Cycling_Data.zip,1047737875,1ecb371640abb9bbc82ee443fa38367d39f0ad0b9355b4cca74bd4295c552c8f,https://web.calce.umd.edu/batteries/data/accelerated/Continuous_Cycling_Data.zip
accelerated/Initial_Characterization_Data.zip,276788547,230ae8aedb5f025a3f646e0dd9387f4368efc895ecc4b5d939ddcd8661b7da26,https://web.calce.umd.edu/batteries/data/accelerated/Initial_Characterization_Data.zip
accelerated/Peoriodical_Characterization_Data.zip,671853349,24b37043b611e0f47cb6b1756ea68a1198c2ded2d1fa0ba2ba93085e1a3260a8,https://web.calce.umd.edu/batteries/data/accelerated/Peoriodical_Characterization_Data.zip
anomaly/Dataset1.zip,95647,e5762b93485ab764cb6433806e7eb6ffd4cb6432369ebac5b5e980208e3a1ff3,https://web.calce.umd.edu/batteries/data/anomaly/Dataset1.zip
anomaly/Dataset2.zip,28468,c2225d46e959603e14d3c033806a16a5fc2a8458854aabf97f9e3a64de681af0,https://web.calce.umd.edu/batteries/data/anomaly/Dataset2.zip
battery-data/A123/A123_DST-US06-FUDS-0.zip,13077073,c18df3909de27c4409d5e9730c5078284f3883ee52193b559ca8e0ee17732505,https://web.calce.umd.edu/batteries/data/A123_DST-US06-FUDS-0.zip
battery-data/A123/A123_DST-US06-FUDS-10.zip,13420102,c69dbb1569c5757c19d29741472a773a5fc8ab051f0ee76bd1af45ea2a9b27b7,https://web.calce.umd.edu/batteries/data/A123_DST-US06-FUDS-10.zip
battery-data/A123/A123_DST-US06-FUDS-20.zip,29822523,e3b201def3696a973fc2940e189ed9cc0f12fae7fdc75ef6f79d0c82ac3815f1,https://web.calce.umd.edu/batteries/data/A123_DST-US06-FUDS-20.zip
battery-data/A123/A123_DST-US06-FUDS-25.zip,13787570,b7e5402815b491f4052e1fc02ac12723a28a6893e3f695f10a39b773043145f2,https://web.calce.umd.edu/batteries/data/A123_DST-US06-FUDS-25.zip
battery-data/A123/A123_DST-US06-FUDS-30.zip,13865208,1c606703b33cf1ca793fb790c14dbaff8b52c1b057c9edb44181cdc6d1948a1f,https://web.calce.umd.edu/batteries/data/A123_DST-US06-FUDS-30.zip
battery-data/A123/A123_DST-US06-FUDS-40.zip,13928857,b17af1850a1d508edf6dfb56f92822178bd32c28d65fac3de7f2ff2c0898f2e5,https://web.calce.umd.edu/batteries/data/A123_DST-US06-FUDS-40.zip
battery-data/A123/A123_DST-US06-FUDS-50.zip,14007462,7fae05b50c7f4edcc799a7d817d56fb701e1e8894b538e043d05d08ab60f91bc,https://web.calce.umd.edu/batteries/data/A123_DST-US06-FUDS-50.zip
battery-data/A123/A123_DST-US06-FUDS-N10.zip,9213655,1753bbf603baf54388ea2fee28f3be00c082e525515efb2074f362f335988604,https://web.calce.umd.edu/batteries/data/A123_DST-US06-FUDS-N10.zip
battery-data/A123/A123_OCV-10-20120629.zip,13781189,e69a81807d000d03a3585e8dfa28dc82e784c89adf705b18ce4063784d7564be,https://web.calce.umd.edu/batteries/data/A123_OCV-10-20120629.zip
battery-data/A123/A123_OCV0-20120618.zip,14151324,6a933157e8317a01b6157c57c285b6b6f2c5585269aa9ce66ff7e00b0fa9510a,https://web.calce.umd.edu/batteries/data/A123_OCV0-20120618.zip
battery-data/A123/A123_OCV10-20120611.zip,15367716,6d53af243558c35b1b796c685a188ab2b82205617d4b7c2b74b838eb31447e9d,https://web.calce.umd.edu/batteries/data/A123_OCV10-20120611.zip
battery-data/A123/A123_OCV20-20120614.zip,16017908,3ad7ed3ccf5b14ed1366e92844d4da2c63aa09921392b9bd45c4b5d19070ea29,https://web.calce.umd.edu/batteries/data/A123_OCV20-20120614.zip
battery-data/A123/A123_OCV25-20120905.zip,13065902,3e1877772487b306a14249e80f8db8d28ca03cdba8bfa23b7c1a0f9650dbce3a,https://web.calce.umd.edu/batteries/data/A123_OCV25-20120905.zip
battery-data/A123/A123_OCV30-20120625.zip,14662123,f873df101741ea1ba06a0296e460590faa2b78ff8447c43b27f850fb46c7427a,https://web.calce.umd.edu/batteries/data/A123_OCV30-20120625.zip
battery-data/A123/A123_OCV40-20120627.zip,14459656,095c1bb5bed60c48fdc8b1ab30125e8f3b58b22a1ee95ee2180f6c90f291cd67,https://web.calce.umd.edu/batteries/data/A123_OCV40-20120627.zip
battery-data/A123/A123_OCV50-20120702.zip,15390889,28178f47ebc6b9d98fdd7aab11604ba219274a533802a0f36f26ec83c5f8edef,https://web.calce.umd.edu/batteries/data/A123_OCV50-20120702.zip
battery-data/CS2/CS2_21.zip,2685544,28f998ffaee0de92d5b7554dfe5dccf51ef33ae1c3ae526f8b32f1d891c4deb4,https://web.calce.umd.edu/batteries/data/CS2_21.zip
battery-data/CS2/CS2_24.zip,127488412,8bb7832b52c627247d8a21cc8b9833328eff5897414645a1f5699b1cec50fd9a,https://web.calce.umd.edu/batteries/data/CS2_24.zip
battery-data/CS2/CS2_25.zip,180497342,6c345636f84b019c9054c85a169187ee81de8eeee00fae19b37ff00f17474965,https://web.calce.umd.edu/batteries/data/CS2_25.zip
battery-data/CS2/CS2_3.zip,235649043,375f6bb8e6bb8415fb01ea2fb54430f932d13b05fce89721dee77f34999109cd,https://web.calce.umd.edu/batteries/data/CS2_3.zip
